name,cate_1,cate_2,cate_3,lon,lat,star_point,star_qty,review_txt,review_qty,cate_mix,naver_blog_need
샤브일번가,별식/퓨전요리,샤브샤브전문,음식점 > 샤브샤브,126.9606707,37.5079674,5.0,5.0,"도톰한 꼬기도 좋아하지만, 부들부들 차돌백이도 잘 먹지용~ 철판에서 숙주랑 지글지글 풍성한 야채와 버섯이랑 같이 먹는 샤브샤브 ^^ 깔끔한 찬과 싱싱해보이는 숙주랑 고기로 배 뻥했던~재미있는 메뉴판 ~ 가격도 착한편이다. 깔끔하고 맛있던 기본찬 청양고추의 알싸함이 식욕을 확 땡겨주던 주먹밥 샤브샤브가 훠궈의 홍백탕 처럼 나왔다.. 이거보니 훠궈도 먹고 싶네..-.- 옆테이블 다른 분들 사진에선 머리를 감는 것 같다. 반신욕하는것 같다 였는데,, 내가 찍은건,, 혹성탈출,, 오징어 같이 보임,,ㅋ 꼬들하게 익힌 국수까지 먹고 배 뻥~;;",8.0,별식 퓨전요리샤브샤브전문음식점   샤브샤브,
잔치집막걸리,분식,라면김밥분식,음식점 > 술집,126.9623475,37.50858585,4.0,1.0,9월 1일 수요일.세종시 출장을 마치고 퇴근 후에 친구들과 한잔하기 위해 방문한 곳은 흑석동 잔치집 막걸리집.흑석동에서 가끔 방문하는 막걸리집으로 착한 가격에 푸짐한 안주들이 맘에 드는 곳이다. 서울흑석동우체국 서울특별시 동작구 서달로15길 13 흑석동우체국 전화 상세보기,1.0,분식라면김밥분식음식점   술집,
주동아리,유흥주점,호프/맥주,"음식점 > 술집 > 호프,요리주점",126.96197040000001,37.50886186,,,,,"유흥주점호프 맥주음식점   술집   호프,요리주점",
소문난 순대집,별식/퓨전요리,순대전문점,음식점 > 한식 > 순대,126.95253429999998,37.49854264,5.0,1.0,"안녕하세요 공공일이에요! 오늘은 약 한 달전에 다녀왔던 순대국밥집을 소개해드리려고 해요 여기 순대국밥은 다른 곳과 달라 많이 특이하다 느껴서 포스팅하게 됐어요 위치 소문난순대집 서울특별시 동작구 상도동 67-1 위치는 숭실대입구와 가깝고, 약 5분정도 거리에 있습니다 영업시간 매일 11시~21시 재료 소진시 조기마감 국밥집 치고는 일찍 닫는다고 느꼈어요 보통 24시간도 많으니까요 외부사진 진짜 맛집처럼 생긴 외관,,,,, 지나칠 수 없었다고 합니다 깔끔한 느낌보단 정겨운 느낌으로 가는게 좋아요 내부사진 역시 물은 셀프죠 넓지는 않지만, 그냥 충분한 크기라고 생각했어요 물은 역시 셀프. 물컵도 옆에 있었습니다 메뉴 및 가격 국밥은 하나만 있어요 왠지 맛있을거같죠 하나라니.. 자신감..... 주문한 메뉴 및 사체중 앞자리가 바뀌었다. 건강을 지키려면 몸무게를 유지해야하니 식사를 든든히 해야겠다. 학교 체육관에서 운동하고 고속터미널 나가는 길에 숭실대입구에 내려 소문난순대집을 찾았다. 푸짐한 양을 자랑하는 가게다. 상도시장 부근의 작은 순대집이다. 숭실대입구역에서 조금 걸어오면 나온다. 버스로는 숭실대입구에서 한 정거장 더 가서 중앙하이츠빌에 내리는 게 편하다. 상호가 순대국이 아니라 순대집이다. 간판이 바뀌었고 나머지는 그대로다. 앉기도 전에 순대국 하나 주문. 여기도 7천원이 됐네. 물은 셀프 정감가는 집기배치. 순대국을 주문하면 밖에서 순대를 썰어서 가지고 들어온다. 시장 순대국의 전형을 그대로 간직하고 있다. 음식이 한 번에 나온다. 김치는 약간 익어서 시큼하고 깍두기 상태가 좋상도동 근처에 볼일있어 갔다가 인스타였나? 어디서 본게 생각나서.. 여기가 순대국 맛집이라고... 6시 전에 다팔려서 마감되면 못먹는 맛집이라고~~ 해서 근처에 온김에 와봤다ㅋㅋ 약간 이런 느낌이면 음.. 맛집이지~!!!! 내부가 되게 옛날 식당처럼 구수함ㅋㅋ 아저씨들 술한잔 하시는 식당느낌.. 일행 모두 순대국으로 통일~ 주문을 하면 주방에서 아저씨가 조리하고 아줌마는 순대를 썰어주신다 순대국 세그릇 주문하면 순대는 요정도 주심! 순대국 먹기전 순대와 간을 먹어본 결과.. 음... 그냥 먹기엔 좀ㅋㅋ 순대국 등장~~~ 파가 아주 잔뜩ㅋㅋㅋ 캬캬 건강하겟당.... 휘적휘적~ 휘젓기 오 양이.. 엄청많다ㅋㅋ 수저가 묵직...... 아니 왜이리 많아ㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋ",6.0,별식 퓨전요리순대전문점음식점   한식   순대,
본가피탕김탕 상도점,한식,한식/백반/한정식,음식점 > 중식 > 중화요리,126.9533199,37.49735121,3.4,5.0,"#숭실대맛집 숭실대학교 주변은 번화가가 아니라서 상대적으로 식당이 많은 편은 아니다 중문 건너편 사거리는 학생들 사이에서 흔히 고민사거리라고 불리는데 먹을 곳이 없어서 고민하는 사거리라는 이유로 그렇게 부른다고 한다 그래도 작년부터 새로운 식당이 많이 생기고 있는 편이다 #은화수식당 고구마매콤이돈가스 SNS에서 고구마매콤이돈가스로 유명했던 은화수식당이 숭실대 근처에도 작년에 생겼다 중문에서 좀만 위로 올라가면 있다 은화수식당 고구마매콤이돈가스 8500원 매콤한 게 싫다면 경양식돈가스(6500원)에 고구마 토핑(1000원)을 추가하면 된다 페이스북에서 은화수식당 홍대점 고구마매콤이돈가스보고 먹고 싶었는데 숭실대에도 생겨서 좋았다 맛은 생각보다 별로였다 고구마 맛이 잘 안느껴진다우리 동네 최애 맛집상도 본가 피탕김탕내 최애 메뉴를 꼽으라면탕수육, 돈까스, 떡볶이....중국집에서 파는 일반적인 탕수육은 짜장면 먹을때 먹고정말 탕수육만 먹고싶을때는 여기에서 시킨다!양도...맛도...넘나 만족스러운 곳ㅎ 피탕김탕에서는 무조건 김치피자탕수육!김치가 들어가야 더 맛있다ㅠ사진으로는 별로 양이 많지 않아보이는데 양 진짜아 ~~~많다!!셋이서 소자시켰는데...(배터짐 주의) 김피탕 속에는 치즈도 가득.... 배달만 시켜먹다가매장에서는 처음 먹어봤는데치즈 늘어나는거봨ㅋㅋㅋㅋㅠㅠ역시 나오자마자 먹어야 더 꿀맛ㅜ 이건 번호랑 메뉴 정보!적혀있는 가격보다 천원 올랐다고 하니 참고!!! 본가피탕김탕 서울특별시 동작구 상도로37길 80 저장 관심 장소를 MY플레이스에 저장할 수 있어요. 팝업 닫기 '내 장안녕하세용! 콩스타입니당상도동 먹을것없는 동네라고 생각했는데 우리의 유일한 자랑거리!!!!!김피탕!!! 공주의 명물 ㅎㅅㅎ인데 서울에 별로 없어요ㅠㅠㅠ마시내 탕수육이랑 몇개 있다고는 들었는데 진짜 원조랑 비슷한 곳은 본가 피탕김탕인듯합니다!!(콩스타는 공주에서도 먹어봐쯈다!)후기 시작! 짜잔! 가까운 곳에 살아서 방문포장해와쏘요!매장에서도 드시는 분 계시답니다! 4~5테이블정도 있었던 걸로 기억!콜라큰것 원래 서비스 습기가득..언눙뜯자.....!!! 전화번호02-823-3315/3316 왜에ㅐ애애ㅐ 토요일이 휴무냐규ㅠㅠ토요일에땡기는데말이죠...그래듀 참고 머거야죠 ㅎㅅㅎ 슥삭슥삭 같이 보내준 칼로 잘라줍니당 고구마김치치즈탕수육 중 (20,000원) 치즈가 없다구요?? 뒤져보면 쭈욱 늘어나요!!아래에 옴총 깔",8.0,한식한식 백반 한정식음식점   중식   중화요리,
맛있으면돼지,한식,갈비/삼겹살,음식점 > 한식,126.961625,37.50848038,5.0,9.0,삼겹살 맛있는집 냠냠냠 가성비좋은 삼겹살 맛집! 6명이서 소곱창전골(중)2개 맛집! 대패삼겹제육볶음 존맛탱 소곱창전골맛집이네요.^^,5.0,한식갈비 삼겹살음식점   한식,
선김밥 상도본점,분식,라면김밥분식,음식점 > 한식,126.9493358,37.50162285,4.2,10.0,"1. 걸작떡볶이치킨(포장) 걸작떡볶이치킨 상도점 서울특별시 동작구 상도1동 377 세트 걸짝 걸짝 걸짜자걸짝 걸짝 떡볶이 떡볶이는 불맛? 탄맛? 나는 싱기방기한 맛 순살치킨감튀는 모두가 아는 그 맛이요, 맛있읍디다 2. 쟈수쓰 홈카페 베트남 위즐커피 속는셈치고 사보세여; 존맛임 핵핵핵존맛ㅠㅠㅠㅠ 진짜 안 쓰고 엄청 꼬숩고 존맛탱ㅠㅠㅠ 디카페인이라 밤에도 부담없고ㅠㅠㅠ 족제비 응가커피 너무 맛있어요ㅜㅜㅠ헝 3. 홈카페 쉽니댜.. 아아 초코머핀 잠 깨려고 벤티로 사와써열..ㅇㅅㅇ.. 머핀 렌지에 돌려 먹으면 전맛탱 그나저나 요새 쳐먹는 거 보면 채소 당뇨.. 얘까지만 먹고 자중할 것 입니다..일걸요..?..ㅎ (나와의 약속을 잘 어기는 편)선김밥 상도본점 서울특별시 동작구 상도1동 793-1 상도역 5번출구로 나와서 쭉 직진. 생각보다 꽤 걸어야 하는 거리다. gs25를 끼고 돌면 바로 보인다. 배가 별로 안 고플 때 간단하게 김밥이나 먹자~~~하고 가서 항상 과하게 먹고오는 집. ㅋㅋㅋㅋㅋㅋ 단 한 번도 간단하게 김밥만 시킨적이 없다.. (김밥이 정말 실해서 한 줄만 먹어도 엄청 든든하긴 함!) 무항생제 재료, 국내산 재료만 쓰는 착한 맛집! 가게 안도 정말 깨끗하다. 참치김밥 (4.000원) / 떡볶이 (4.000원) 낙지덮밥 (7.000원) 선김밥 (3.000원) / 쫄면 (5.500원) 개인적으로 쫄면은 별로였다. 안 매워서 그런거 같다 ㅎㅎ 다음에 맵게 해달라고 해서 다시 먹어봐야겠다. 떡볶이(4.000원)#선김밥 #상도동 #상도동맛집 #김밥맛집 아침에 딱히 여는 데가 없어서 아침 먹으려고 오랜만에 찾아가봤다. 옛날에 먹었던 좋은 기억으로 찾아옴 메뉴판. 바른 먹거리가 이 집 모토인가보다.. #선김밥 이랑 #비빔냉면 주문모든 김밥집의 맛을 판단해보려면 기본 김밥을 주문해야 한다. 진짜임. 아무튼 진짜임... ..... ....but 둘 사이에 관계가 없어보인다면.. 그것은........... ( 지극히 본인 기준의 메뉴 선택 ) 선 김밥. 3000냥 45도 얼짱 각도의 선김밥 인생샷 T^T일반 김밥집의 야채 김밥 맛이 난다. 건강하다. 건강하다...... 약간 채식하는 기분 들고 아주 좋았음 (개인적으로 건강한 맛을 선호한다.) 전체 항공샷. 진짜 예쁘게 전체 샷 찍으려고 했는데 비빔냉면이 채 담겨 나오기도",4.0,분식라면김밥분식음식점   한식,
차돌이식당,분식,라면김밥분식,"음식점 > 한식 > 육류,고기",126.9569503,37.50628569,4.8,5.0,안녕하세요 #중대생H 입니다:) 여러분 중앙대 중문에 맛집이 있다는거 아셨나요?? 저도 최근에서야 알게된 맛집입니다!! 주 메뉴는 #보리비빔밥 사실 저는 보리밥 안좋아하는데 여긴 진짜 강추!! 이렇게 지하로 내려가면 식당이 있습니다:) 인기메뉴는 보리비빔밥. 청국장이 나오기 전! 비비기 10초 전. 4명이서 가면 저렇게 한 곳에 주십니다. 비쥬얼 최고. 건강한데 맛있기도 한 #차돌이식당 왜 이제야 알았을까요? 점심시간에 가면 항상 꽉차는 것 같아요. 정문이랑도 가까우니 뭐 먹을지 고민된다면 가보시는 것을 추천? 차돌이 서울특별시 동작구 흑석동 207-1안녕하세요!어김없이 여러분들의 건강한 식문화를 책임지기 위해청춘의 밥이 돌아왔습니다!!!!짝짝짝!!! 오늘 소개해드릴 맛집은중앙대학교에서맛집 오브 더 맛집으로 유명한 차돌이 식당입니다!! 중앙대학교와 정말 가깝게 인접해있어요! 왼쪽에 보이는 입구가 중앙대로 들어가는 길이고요 중앙에 보이는노오오오란색 간판이바로 차돌이식당! 입니다!! 입구는 아래로 내려가면 있어요! 사실 제가 말하지 않아도 여러분들은 아시겠죠?이렇게 가까이에 오랜 시간 식당을 유지하고 계시다는 것은누구나 만족하고 먹을 수 있는 맛.집! 이라는 사실!! 그럼 우리 함께 차돌이 식당을 구경해볼까요?꼬우꼬우~~~~!!! 어... 어서 갈게요..!!! 입구로 들어가면 이렇게 글로 어서오라구 해주십니다ㅋㅋ자자. 이제 들어가실게요~~!! 부담 없이 밥안녕하세요~ 오랜만이에요. 오늘 소개해드릴 곳은 중문에 위치한 '차돌이 식당'입니다. 중문에 몇 안되는 식당 중에 하나인데요.친구들에게 맛있다고 이야기를 들었던 터라 그만큼 기대를 하고 갔었어요 ㅋㅋ 차돌이의 메인 메뉴는 바로 보리 비빔밥과 된장국입니다. 맛은... 최고였습니다 ㅋㅋㅋㅋ반찬도 다 맛있었어요!! 양도 많이 주고 맛도 있고 사장님도 친절하시고 1석 3조의 차돌이였습니다. 너무 맛있어서 두공기나 먹었다는....날씨가 많이 추워졌습니다. 정문 멀리까지 나가기 싫으실 때가까운 '차돌이 식당'에서 따땃한 찌개 한 사발 어떤가요?? 차돌이 서울특별시 동작구 흑석로6가길 1 전화 상세보기,3.0,"분식라면김밥분식음식점   한식   육류,고기",
처갓집양념치킨 상도점,닭/오리요리,후라이드/양념치킨,음식점 > 치킨 > 처갓집양념치킨,126.9511726,37.50048583,5.0,2.0,"상도역 처갓집 슈프림양념치킨 배달/홀 안녕하세요, 로기로키입니당 벌써 일주일의 절반이 지났네요!! 목요일이에요 여러분 ㅎㅎㅎㅎ 근데 주말에도 조금 이제 나가기 꺼려지네요 ㅠㅠㅠㅠ 사람이 많은 곳에서는 이제 우한폐렴으로 인해서 조금 꺼려지니까 말이에요 ㅠㅠㅠ 그래도 마스크랑 손은 잘 씻으면 예방할 수 있다고 하니 두가지는 꼭꼭하세요! 오늘 소개해드릴것은 오랜만에 치킨인데요 솔직히 처갓집 모르는 사람 아무도 없지만 최근에 너---무 슈프림치킨이 먹고싶어서 먹게되었는데 ㅜㅜ 진짜 역시나 사랑.. 저는 먹방을 자주 보는 편인데, 거기서도 프란님을 자주봐요!! 그런데 프란님이 진짜 너--무 매번 맛있게 처갓집 치킨을 먹어서 친구랑 함께 먹으러 가",1.0,닭 오리요리후라이드 양념치킨음식점   치킨   처갓집양념치킨,
파동추야,한식,한식/백반/한정식,"음식점 > 술집 > 호프,요리주점",126.95302350000001,37.495906899999994,3.8,4.0,"전 최고 맛집 ‘파동추야’ 소개해드리겠읍니다 숭실대입구역 2번출구에서 금방입니다 머리 위에 이 간판이 보이면 촉흠만 더 앞으로 도착..! 설레버려 신기한 전들도 많지만 우선 감자전 주문 7시쯤 도착 했는데 두테이블 남아 있었습니다 입구를 바라보는 좌식 테이블 픽 양파장아찌 / 김치 / 받침대 셋팅 해주셔요 알밤 막걸리 ? 쨘쨘 ~ ?? 대충 요런 분위기 테이블은 7개정도? 솥뚜껑에 올려서 나오는 두툼한 감자전,, 환상적,, 진짜 삼삼하니 바삭 촉촉 돌아버리는 맛 (간장에 고추 많이 원하시는분은 미리 말씀드리귀~) 감자전 순삭하고 2차전으로 해물김치전 ^^ 사장밈 양 조절 실패로 더 두꺼워짐 ㅋㅋㅋㅋㅋㅋㅋ 오징어도 많이 들어있고비오는 날에는 숭실대 입구로 가야 한다. 서울대 생이라도 비오는 날엔 숭실대로 가야 한다. 2020-08-10 Park People's univ 졸업생 연일 비 소식이 어지고 있다. 폭우로 인해 안 좋은 소식이 여기저기서 들린다. 모두가 억울한 일 없이 다시 일상의 평온으로 빨리 복귀할 수 있기를 바란다. 비오는 날에는 숭실대 입구로 가야 한다. 당신이 서울대생이라도 숭실대 입구에 가야 한다. 이것은 빈말이 아니다. 나는 빈말을 하지 않는다. 비오는 날에 숭실대 입구로 가라는 말을 곧이 곧대로 받아 들이고 숭실대 정문에 우두커니 서있으면 안 된다. 숭실대 입구 역에서 하차 하라는 말이다. 그중에서도 숭실대 입구역 2번출구로 나가야 한다. 숭실대 입구역 2번출구에서 도보로 약 5분 거리에 '파동추야' 있기솥뚜껑해물파전 전집 숭실대 파동추야",27.0,"한식한식 백반 한정식음식점   술집   호프,요리주점",
씨밤,유흥주점,호프/맥주,음식점 > 퓨전요리,126.9565913,37.49469502,-1.0,0.0,"안녕하세요 갱이에요 이번 학기에도 변함없이 중문 앞에서 먹을 곳 찾기가 디따 힘들었고 오래 고민해봤자 거기서 거기라 치밥 머그러 씨밤에 가게 됐습니당 MENU 마늘칠리 치밥 ₩5,800 데리야끼 치밥 ₩5,500 볼케이노 소스 추가 ₩200 감자튀김 추가 ₩1,000 라면 추가 ₩1,800 유린기돈까스 ₩5,500 우삼겹덮밥 ₩4,500 스튜부대찌개 1인 ₩6,200 저희는 4명이라 마늘칠리 2개, 데리야끼 1개, 우삼겹덮밥 1개 이렇게 주문했어요! 먹어본 메뉴에 대해 첨언을 하자면 전에 매운 음식 좋아해서 볼케이노소스 추가해봤지만 크게 차이 없었고 유린기돈까스는 일단 돈까스가 통살 느낌이 아니고 유린기 소스 특유의 새콤한 맛이 안 어울렸어요 숭입 언저리에서 돈까스 드시고 싶으면 더코네 가세요☝️1. 다이어트 Day12 먹조절: 성공 7시 이후 금식: 성공 운동: 주원언니스트레칭 골반교정요가 상복근17*3 하복근15*3 옆구리3종10*3 어제 조금..그랬던 걸 스스로 인지하고있는 상태에서 먹조절을 해야만 했다. 운동도 오늘 늦잠잔 김에 아예 하고 나갔다. 2. 늦잠, 숭덕관 (숭덕경상관) 첫 방문(?) - 경제통상대학 휴게실 학교에 '경상관'이라는 아주 오래된, 어쩌다가 백묵에 블랙보드를 쓰는 강의실까지 존재하는 건물이 있었다. 나는 인문대라서 그 건물에서 수업을 저번학기에 딱 한번 들은 적이 있는데 흠흠 그땐 그나마 다행히 화이트보드 사용하는 강의실이었어서.. 근데 진짜 엄청 오래된 건물이었다. 그 건물을 뿌시고 방학때 건물을 하나 뚝딱뚝딱 짓더니 생긴게 숭덕관, 공식 이름은 숭덕경상관안녕하세요-! 오늘은 점심시간엔 착한 밥집, 저녁시간엔 분위기 좋은 술집이 되는 숭실대의 핫플레이스 씨밤바베에 대해 소개해드리도록 하겠습니다! 씨밤바베, 씨밤은 숭실대학교를 등지고 서서, 고민사거리 앞에 위치해있습니다! 쨔쟌- 빛나는 씨밤의 모습, 보이는 문으로 들어가 아래로 내려가면 가게가 나옵니다! 저기 보이는 씨밤런치는 자주먹는데 사진을 못찍어서... 점심에 가면 5500원이라는 착한 가격에 바삭한 치킨과 밥을 먹을 수 있고!! 콜라도 나옵니다!! 저녁에 씨밤에서 마시는 술도 좋지만, 점심에 먹는 씨밤은 더 환상적이에요 치밥치밥치밥 치밥땡기는 날에 꼭 드시길 바랍니다! 진짜진짜 맛집... 내부 사진입니다! 테이블도 정말 많고 넓어요! 또, 제가 들어온 시간이 이른시간이라 지금은 플레이 하지 않지만! 저",4.0,유흥주점호프 맥주음식점   퓨전요리,
페리카나 흑석동점,닭/오리요리,후라이드/양념치킨,음식점 > 치킨 > 페리카나,126.96169270000001,37.50604814,5.0,3.0,empty,0.0,닭 오리요리후라이드 양념치킨음식점   치킨   페리카나,
레드벌룬,유흥주점,호프/맥주,음식점 > 술집 > 칵테일바,126.960099,37.50760195,-1.0,0.0,"오랜만에 서울!!학교를 찾아갔어요!!!약속이 있었거든요!ㅎㅎㅎㅎ숯부래에서 저녁을 먹고! 한강을 걷고 마지막으로 칵테일 한잔하러!!bloom으로 가려다가 자리가 없어서Red Balloon으로 왔어요!!레드벌룬 레드벌룬 레드벌룬은 지하에 위치한답니다!!☆ 내부모습 ☆ 레드벌룬 레드벌룬 공간은 아담아담하답니다!!손님들이 많아서 자세히 찍지는 않았어요!!☆ 메뉴 ☆ 레드벌룬 레드벌룬 레드벌룬 레드벌룬 메뉴가 메인요리, 사이드요리 부터맥주, 칵테일 심지어 차, 커피도 있답니다!!보통 여기서는 칵테일을 많이 마셔요! 레드벌룬 기본안주로는 마카로니과자로 나온답니다!!안주 없이 칵테일을 마신 저희들은 과자를 몇 번이나 리필받아서 먹었는지 모르겠네요!저희는 각자 메뉴를 다양하게 주문했답니다. 레드벌룬 왼쪽부터 블루사파이어,레드벌룬 서울특별시 동작구 흑석로9길 2 지도보기 니뽕내뽕 밑에 위치한 레드벌룬!넓지는 않지만 분위기가 좋당.그리고 흑석이라 그런지 엄청 저렴한 가격!6000원부터 시작했던 것 같다.아무래도 가까워서 그런지 자주 가게 되는 집 ㅎㅎ 다음에 가면 실내 사진을 찍어 와야겠다!어젠 흑석에서 처음으로 칵테일바에 다녀왔다. 칵테일바는 중앙대병원쪽에 위치하고 니뽕내뽕, 쥬씨를 찾아가면 바로 찾을 수 있다.영업시간은 매일 16:00~04:00 레드벌룬 서울특별시 동작구 흑석로9길 2 전화 상세보기 오고가며 많이 봤는데 한번도 가본 적 없는데 친구가 추천해주기에 다녀와 봄.흑석에서 맥주집을 가면 캐빈으로 칵테일은 레드벌룬이라는데 내부는 아래처럼 생김.생각보다 매우 넓고 쾌적함. 데이트오거나 소개팅이나 친구들이나 단체로 오기도 좋아보였다! [흑석/중앙대 칵테일바]레드벌룬, red ballon 메뉴판은 아래와 같았는데 양주가격도 완전 저렴했고 칵테일도 6-12000원대라서 가격대 형성이 착하군 이라고 외치며 마셨던걸로 기억 남.메뉴판은 아래 공유. [흑석/중앙대 칵테일바]레드벌룬, red b",3.0,유흥주점호프 맥주음식점   술집   칵테일바,
디디치킨 숭실대점,닭/오리요리,후라이드/양념치킨,음식점 > 치킨 > DD치킨,126.9568797,37.49510304,3.0,3.0,"디디치킨 숭실대점 서울특별시 동작구 사당로 20 저장 관심 장소를 MY플레이스에 저장할 수 있어요. 팝업 닫기 '내 장소' 폴더에 저장했습니다. MY플레이스 가기 팝업 닫기 전화 상세보기 이날은 디디치킨 숭실대점에서 테이크아웃을 해왔다!숭실대랑 서울대는 가깝지 않다는걸,, 알게된 날,, 숭실대와 가까운건 서울대입구역이었어,, 왼쪽 위부터 아래쪽으로 순서대로 파닭, 닭강정, 후라이드, 후라이드, 토마토칠리, 까르보나라다! 숭실대점에서는 트리플콤보를 취급하지 않는다고 하셔서ㅠㅠ 아쉬운대로 홈세트로 다양한 맛을 골라왔다.가장 맛있었던건 파닭, 닭강정, 까르보나라!생각보다 가져오는데 오래걸려서 좀 식어서 아쉬웠지만 ㅠㅠㅠ 파닭이 제일 맛있었다 ㅎㅎ 가장 빨리 순삭 ㅋ 닭강정은 소스맛이 조금 센 느낌은 있었는데 나는",1.0,닭 오리요리후라이드 양념치킨음식점   치킨   DD치킨,
커피나무,커피점/카페,커피전문점/카페/다방,음식점 > 카페 > 커피전문점,126.95916319999999,37.50738647,4.2,16.0,"직접 로스팅한 신선한 원두로 추출하는 향긋한 커피와 정성스럽게 수제로 만드는 달콤한 디저트 커피나무 #커피나무 #커피나무흑석 #커피나무중앙대 #커피나무중앙대정문 OPEN 08:00 / CLOSE 23:00 커피나무 1층 내부 모습 중앙대 정문 커피나무는 1층+2층으로 되어있는데 1층에서는 주문만! 2층에 의자와 테이블이 있답니당 케이크 맛집 커!피!나!무! 커피나무는 다양한 음료는 물론,, 무엇보다 케이크 맛이 일품이에요 ♥ 빵도 부드럽고 그냥 달콤함의 끝판왕. 기분이 조금 다운되는 날 커피나무 케이크를 먹으면 한결 나아지더라구용 헤헤,, 종류도 엄청 다양하다는게 또 하나의 장점 ! 커피나무 2층 내부 모습 커피나무는 1. 앉을 수 있는 공간이 굉장히 많다 2. 북적이지 않고 공부나 과제하기에 딱이다 3.일주일 전엔가, 약속을 잡았다. 매일같이 독서실을 다니던(그러나 공부를 했는지는 의문) 독서실 메이트 셋은 이제는 어엿한 대학생이 되었다. 이제, 대학생 셋은 메신저 프로필이 바뀌는 걸로 생존 여부를 확인하는 게 일상인 삶을 살아가고 있다. 사는 곳도 제각각, 배우는 것도 제각각 달라진다는 게 우리를 이렇게 떼어놓다니. 별거 아니었던 우리의 만남은 이렇게 재고 저렇게 재어 겨우 성립될 수 있는 조건형 퀘스트가 되었다. 그나마도 한 친구는 오늘도 만남 실패. 그러나 오늘만 날은 아니고 떨어져 있어도 무소식이 희소식이라 믿으며 다음 약속을 기약한다.바쁜 재학생 녀석을 만나러 오늘도 J는 서울로 향한다. 재학생 녀석은 서울시 동작구 흑석동에 위치한 대학교를 다니고 있어서 그 동네를 같이 탐험하기로 한 것이다. 3불금이라 퇴근하고 친구들과 엉터리생고기 무한리필집가서 삼겹살 오지게 먹구왔습니다. 사실 엉터리생고기 본점이 흑석인데 엉생에서 무한리필 브랜드로 내놓은게 '엉터리생고기 두번째이야기' 이죠~ 저는 무한리필인 두번째이야기에 다녀왔습니다! 오른쪽 친구는 광장시장에 육회먹으러 같이 갔던 친구입니다ㅋㅋㅋㅋ 옷에 있는 악어가 반겨주는군요~ 2차는 학교 앞에 커피나무가서 티라미수와 오레오치즈케익! 늦게가서 마감시간 직전까지 떠들다가 나왔어요~ (다들 고기와 케익까지 맛있게 먹으면서도 얘기를 해보면 미래를 걱정하는게 보인다. 화이팅~! 성공하자 친구들아) 초록색 옷입은 친구가 자기 인스타 홍보한다고 저렇게 폰 켜놨는데 보이지도 않는다.. 친구 인스타 링크로라도 홍보를 해줘야지... 들어가서 팔로우 좋아요 누릅시다~~",4.0,커피점 카페커피전문점 카페 다방음식점   카페   커피전문점,
